Group,Address
1029,"0 AVENIDA 0-06, CANTON AGUA TIBIA"
1029,"0 AVENIDA 0-06, CANTÓN AGUA TIBIA"
1030,"SECTOR 3, LOTE 60, ALDEA PLAN GRANDE"
1031,"KILOMETRO CALLE REAL ZONA 0, ALDEA LOS MIXCOS"
1031,"KILOMETRO 33 CALLE REAL ZONA 0, ALDEA LOS MIXCOS"
1031,"KILOMETRO 33 CALLE REAL, ZONA 0, ALDEA LOS MIXCOS"
1032,"3A. AVENIDA A 0-89, CANTÓN AGUA TIBIA"
1033,SECTOR II LOTE 74 SANTA LUCIA LOS OCOTES APARTAMENTO B
1033,"SECTOR II LOTE 74, SANTA LUCIA LOS OCOTES APARTAMENTO B"
1034,"2DA. CALLE 2-45, PUEBLO NUEVO  NORTE"
1035,COLEGIO CAMPESTRE MARANATHA
1036,"KM. 33 CALLE REAL, ZONA CERO"
1037,O AV.   0-06    AGUA   TIBIA
1038,"3ERA. CALLE 4-112, CANTÓN AGUA TIBIA"
1039,"5TA. CALLE 0-34 ZONA 0, ALDEA EL FISCAL"
1040,"SECTOR 1 1-16, ALDEA EL PARAISO"
1041,2DA. CALLE PROLONGACIÓN INTERIOR NO. 7 EL RINCÓN
1042,ALDEA AZACUALPILLA
1043,PALENCIA
1044,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA
1045,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA
1046,"CALLE PRINCIPAL, LOTE 4 KILOMETRO 19.9, EL FISCAL"
1047,COLONIA SAN JULIAN
1048,"SECTOR 43, LOTE 0, TIERRA NUEVA I"
1048,SECTOR 43 LOTE 0 TIERRA NUEVA I
1048,"SECTOR 43 LOTE 0, TIERRA NUEVA I"
1049,"ALDEA LA LAGUNETA, CARRETERA A SAN PEDRO AYAMPUC"
1050,1A. AVENIDA Y 7A. AVENIDA LOTES 12 Y 14 COLONIA RICH
1051,ALDEA EL DURAZNO CASERIO LA LAGUNETA
1051,"ALDEA EL DURAZNO, CASERIO LA LAGUNETA"
1052,SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA I
1052,SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA 1
1053,"1A. CALLE LOTE G-18, COLONIA EL SAUZALITO ZONA 6"
1054,"1ERA. AVENIDA SECTOR 3, COLONIA NUEVA CHINAUTLA"
1055,"SECTOR I MANZANA B LOTE 31 Y 32 COLONIA PLANES DEL MILAGRO, CHINAUTLA GUATEMALA, CHINAUTLA"
1056,"28 CALLE 15-91, ZONA 6 COLONIA EL MOLINO"
1057,"SECTOR 3, MANZANA J, LOTES 4 AL 6 ZONA 0, VILLAS DEL MILAGRO"
1057,"SECTOR 3, MANZANA J, LOTES 4 AL 6, ZONA 0, VILLAS DEL MILAGRO"
1058,"3A. AVENIDA LOTE 237 JOCOTALES, ZONA 6"
1059,"8A. AVENIDA 3A. CALLE COLONIA SANTA ISABEL, ZONA 6"
1060,"6A. CALLE Y 3 AVENIDA 198, COLONIA SAN JOSE JOCOTALES"
1061,CALLE PRINCIPAL LOTE NO. 3 ALDEA TRES SABANAS
1062,"28 CALLE 28-00,  COLONIA EL MOLINO"
1063,1A. CALLE AVENIDA BELICE MERCADO SANTA LUISA
1064,SECTOR 43 LOTE 0 TIERRA NUEVA 1
1065,"SECTOR  5 LOTE 1-B, COMUNIDAD LA SALLE, ALDEA CONCEPCION SACOJITO, ZONA 0"
1066,PLAZA CENTRAL ALDEA SAN ANTONIO LAS FLORES GUATEMALA
1067,PLAZA CENTRAL ALDEA SAN ANTONIO LAS FLORES
1068,CANTON RIO SALJÁ KM. 13 1/2 CHINAUTLA VIEJA
1069,"SECTOR 1, MANZANA  ""B""  LOTES 31 Y 32, COLONIA PLANES DEL MILAGRO"
1070,28 CALLE  28-00 COLONIA  EL  MOLINO
1071,"SECTOR 1 MANZANA ""B2 LOTE 31 Y 32, COLONIA PLANES DEL MILAGRO, ZONA 0"
1072,"2DA. CALLE LOTE 46, COLONIA SANTA ISABEL,  ZONA 6"
1073,15 AVENIDA SECTOR 3 COLONIA NUEVA CHINAUTLA
1074,1A AVE. SECTOR 3 NUEVA CHINAUTLA
1075,EDIFICIOS EDUCATIVOS FRENTE A MANZANA 13 TIERRA NUEVA I
1076,32AV. B 38-01 EL AMPARO II ZONA 7
1077,LOTE 7 MANZANA  A  SECTOR A-1 ASENTAMIENTO TIERRA NUEVA II
1078,"15 AVENIDA FINAL JOCOTALES, ZONA 6"
1079,16 AVENIDA N. 7 COLONIA GOBERNACION ZONA 6 CHINAUTLA
1080,2A. CALLE LOTE 46 COLONIA SANTA ISABEL
1081,SECTOR 2 NO.99 SAN JULIAN
1082,"3A. AVENIDA 2-37, JOCOTALES"
1083,5TA. AVENIDA 2-59 ZONA 1
1084,"MANZANA ""G"" CASA 22 COLONIA LLANOS DE SANTA MARIA I, LAGUNILLA."
1084,"MANZANA ""G"" CASA 22 COLONIA LLANOS DE SANTA MARA I LAGUNILLA"
1085,ALDEA SAN JOSE NACAHUIL
1086,"LOTE 28 MANZANA ""L"" SECTOR II LOMAS DE SAN JOSE"
1087,"LOTE 24, MANZANA Q, SECTOR 2, COLONIA LA LEYENDA"
1087,LOTE 24 MANZANA Q SECTOR 2 COLONIA LA LEYENDA
1088,"CANTON LOS MARTINEZ, 4 AVENIDA 3-00  ZONA 01"
1089,CIUDAD GUATEMALA
1090,LOTE 11 B Y LOTE 11 C CALLE PRINCIPAL ALDEA LA LAGUNILLA
1091,LOTE 3 Y 4 MANZANA N LOMAS DE SAN JOSE II
1092,LOTES #3 Y 4 MANZ.  N  SECTOR II LOMAS DE SAN JOSE
1092,LOTES # 3 Y 4 MANZ. 'N' SECTOR II LOMAS DE SAN JOSE
1093,2A. CALLE 9-98 SECCION A-1 COLONIA LAS ORQUIDEAS
1094,"CALZADA SAN JUAN 2-30, ZONA 3 MIXCO, COLONIA EL ROSARIO"
1094,"CALZADA  SAN JUAN 2-30, ZONA 3 MIXCO, COLONIA EL ROSARIO"
1095,"CALZADA SAN JUAN, KM. 14.5 ZONA 3"
1095,CALZADA SAN JUAN KM. 14.5 ZONA 3
1096,"MANZANA ""T"" LOTE 20 SECTOR II, COLONIA SAN JOSE LAS ROSAS ZONA 6"
1096,"MANZANA ""T"" LOTE 20 SECTOR II COLONIA SAN JOSE DE LAS ROSAS ZONA 6"
1096,"MANZANA T, LOTE 20, SECTOR II, COLONIA SAN JOSÉ LAS ROSAS, ZONA 6"
1097,"0 CALLE 16-65, ZONA 8,SECTOR B-1 MANZANA ""I"", LOTE 18, CUIDAD SAN CRISTOBAL"
1098,"9A. CALLE 14-55 ZONA  3,  COLONIA   LOMAS   DE  COTIO"
1099,"1A. CALLE 2-33 ZONA 4, COLONIA MONTE VERDE"
1100,"6A. AVENIDA 21-25, COLONIA SAN FRANCISCO I, ZONA 6"
1101,"8A. AVENIDA 18-58 ZONA5, COLONIA 1ERO. DE JULIO"
1102,"LOTE 44 MANZANA O SECTOR 4, COLONIA SAN JOSE LAS ROSAS"
1103,"8A. AVENIDA FINAL, 9-70, COLONIA SANTA BARBARA, ZONA 8"
1104,1A. CALLE 2-35 ZONA 4 DE MIXCO COLONIA MONTE VERDE
1105,"BOULEVARD SUR MANZANA C, LOTE 22, VALLE DORADO, SAN CRISTOBAL"
1106,"6A CALLE 14-39, ALDEA SACOJ CHIQUITO, ZONA 6"
1107,"4A. CALLE ""A"" 13-60, SECTOR B-2, ZONA 8, CIUDAD SAN CRISTOBAL I"
1108,8A. AVENIDA C 5-05 ZONA 11
1109,"SECTOR 8 LOTE 3 SACOJ CHIQUITO, ZONA 6"
1110,BOULEVARD TULAM TZU 39-75 ZONA 4
1111,BOULEVARD PRINCIPAL ALDEA SACOJ GRANDE 72-70 ZONA 6
1112,8A.  AVENIDA 9-42 ZONA 1
1112,8A. AVENIDA 9-42 ZONA 1
1112,8A AVENIDA 9-42 ZONA 1
1113,"3A. AVENIDA 11-42, COLONIA EL ROSARIO, ZONA 3"
1113,3ERA. AVENIDA 11-42 COLONIA EL ROSARIO ZONA 3
1113,3A. AVENIDA 11-42 COLONIA EL ROSARIO ZONA 3
1114,BOULEVARD EL CAMINERO 11-85 COLONIA SAN JOSE LAS ROSAS ZONA 6
1115,"15 CALLE 12-35 ZONA 11, PRADOS DE MINERVA, BOULEVARD PRINCIPAL"
1116,5TA. CALLE 1-97 ZONA 10 COLONIA LOMAS DE SAN JACINTO
1117,"15 AVENIDA ""A"" 3A CALLE ""D"" 15-07 SECTOR B7 PINARES ZONA 8"
1118,4A. CALLE 3-19 COLONIA MONTE VERDE ZONA 4
1119,15 AVENIDA 1-72 COLONIA VALLE DEL SOL ZONA 4
1119,15 AVENIDA 01-72 COLONIA VALLE DEL SOL ZONA 4
1120,"FINCA EL SEMINARIO, COLONIA PABLO VI CASA 77 ZONA 7"
1120,FINCA EL SEMINARIO COLONIA PABLO VI  CASA 77 ZONA 7
1121,6AV. 7-91 JARDINES DE MINERVA II ZONA 11
1122,"12 CALLE 03-93 ALDEA LO DE COY, ZONA 1"
1123,KILOMETRO 19.5 CARRETERA ROOSEVELT
1124,9AV. 0-55 ZONA 2 DE MIXCO COLONIA ALVARADO
1124,9AV. 0-55 ZONA 2 MIXCO COLONIA ALVARADO
1125,"6A AVENIDA 17-80 VALLE DORADO, CIUDAD SAN CRISTOBAL ZONA 8"
1126,5A CALLE 3-71 ZONA 3 COLONIA EL CASTAÑO
1126,5A. CALLE 3-71 ZONA 3 COLONIA EL CASTAÑO
1127,"12 AVENIDA 15-84, SAN JOSE LAS ROSAS, ZONA 6"
1128,FINCA SANTA BARBARA SECTOR A-10 CIUDAD SAN CRISTOBAL ZONA 8 8A. AVENIDA 9-41
1129,5A AVENIDA 2-24 ZONA 1
1129,5A. AVENIDA 2-24 ZONA 1
1130,7A.  AVENIDA  10-72  ZONA  1
1131,18 AVENIDA 2-25 SECTOR 4 ZONA 8 CIUDAD SAN CRISTOBAL II
1132,6TA CALLE 7-12 COLONIA NUEVA MONSERRAT ZONA 3
1132,"6A. CALLE 7-12 COLONIA NUEVA MONSERRAT, ZONA 3"
1132,6A. CALLE 7-12 COLONIA NUEVA MONSERRAT ZONA 3
1132,"6A. CALLE 7-12, COLONIA NUEVA MONTSERRAT ZONA 3"
1133,16 CALLE 9-18 COLONIA SAN IGNACIO ZONA 7
1134,16 CALLE 9-18 COLONIA SAN IGNACIO
1135,2A AVENIDA 6-47 ZONA 4 COLONIA MONTSERRAT I
1136,7A. CALLE BOULEVARD EL NARANJO 25-55-ZONA 4
1137,16 CALLE 9-18 ZONA 7 COLONIA SAN IGNACIO
1137,"16 CALLE 9-18 ZONA 7, COLONIA SAN IGNACIO"
1138,"30 AVENIDA 5-19 ZONA 4, COLONIA BOSQUES DE SAN NICOLÁS"
1139,BOULEVARD  EL NARANJO 8-65 ZONA  4
1140,27 AVENIDA 1-60 ZONA 6 COLONIA SAN JOSE LOS PINOS MIXCO
1141,30 AV. 6-74 ZONA 4 COLONIA EL NARANJO
1142,"5A. AVENIDA 6-51 ""A"" ZONA 1"
1143,"CALZADA MATEO FLORES 6-44, ZONA 3 COLONIA COTIÓ"
1144,3RA. CALLE 8-12 ZONA 1
1144,3ERA. CALLE 8-12 ZONA 1
1144,"3A. CALLE 8-12 ZONA 1,"
1145,CALLE PANZALIC 8-24 ZONA 1
1146,BOULEVARD EL MILAGRO 31-31 RESIDENCIALES BOSCO ZONA 6
1147,12 CALLE 3-55 COLONIA LO DE COY ZONA 1
1148,9NA. CALLE 7-30 ZONA 3 COLONIA NUEVA MONTSERRAT
1148,"9A. CALLE 7-30 ZONA 3, COLONIA NUEVA MONTSERRAT"
1148,"9A. CALLE 7-34 ZONA 3, COLONIA NUEVA MONSERRAT"
1148,9A. CALLE 7-34 ZONA 3 COLONIA NUEVA MONTSERRAT
1149,"7A. CALLE 3-96 SECTOR II, COLONIA. BALCONES CIUDAD SAN CRISTOBAL ZONA 8"
1150,22 AVENIDA 11-86 BOULEVARD VILLA DEPORTIVA CIUDAD SAN CRISTOBAL ZONA 8
1151,7A AVENIDA 11-40 COLONIA PRIMERO DE JULIO ZONA 5
1152,4TA. CALLE 0-05 ZONA 1 DE MIXCO
1153,6A. AVENIDA 26-24 COLONIA SAN FRANCISCO I ZONA 6
1154,5A. AVENIDA 16-86 ZONA 11
1155,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONTSERRAT"
1155,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONSERRAT"
1156,"4A. AVENIDA 0-13  COLONIA SANTA MARTA, ZONA 5"
1157,5A AVENIDA 23-55 CONDADO NARANJO ZONA 4
1158,"27 AVENIDA 8-36, EL NARANJO, ZONA 4"
1159,7A. AVENIDA  6-70 ZONA 1
1160,9A. CALLE 1-91COLONIA EL ROSARIO ZONA 3
1161,"9A. AVENIDA 0-55 ZONA 2, COLONIA ALVARADO"
1162,18 AV. A  0-87  Z.  11  MIXCO  COLONIA  PRIMERO DE  MAYO
1163,8A. AV.  00-62  Z. 1
1164,1A. CALLE 5-44 ZONA 1
1165,"22 CALLE 12-30  COL. SAN FRANCISCO , SAN JOSE LA COMUNIDAD  ZONA 10"
1166,29  CALLE  SECTOR  3 COLONIA  CAROLINGIA  ZONA  6
1167,8A. CALLE 8-23 SECTOR A-10 SAN CRISTOBAL 1 ZONA 8
1168,KM.  15 CALZADA ROOSEVELT  ZONA  7  PASAJE  DE  LA VISITACION  13-70
1169,"2A.  AVENIDA  13-24  ZONA 6,  COLONIA  SAN FRANCISCO  2"
1170,13 AVENIDA  8-51  ZONA  6  COLONIA  VILLAFLOR
1171,KM.15 CALZADA ROOSELVELT  Y  0 AV. 13-70 ZONA 3
1172,2A.  CALLE  8-55  ZONA  1
1172,2A.  CALLE  8-55 ZONA  1
1173,23  CALLE  12-41  SECTOR III  COL. SAN JOSE  LAS  ROSAS  ZONA  6
1174,9A.  AVENIDA  5-15 ZONA  1
1174,9A.  AVENIDA  5-15  ZONA  1
1174,9A.  AVENIDA  5-15 ZONA 1
1174,9A. AVENIDA  5-15 ZONA 1
1175,64  CALLE  14-39  SACOJ  CHIQUITO  ZONA  6
1176,64 CALLE  13-57   ALDEA  SACOJ  CHIQUITO  ZONA  6
1177,"3A.   AVENIDA  10-74  ZONA  6,  COLONIA SAN  FRANCISCO  II"
1178,4A.  AVENIDA  2-19  ZONA  1
1179,"0  AVENIDA  ""B""  5-55  COLONIA  MONTSERRAT  I  ZONA  4"
1179,"0 AVENIDA  ""B"" 5-55  COLONIA  MONTSERRAT  I  ZONA  4"
1179,"0  AVENIDA  ""B""   5-55  COLONIA   MONTSERRAT   I,  ZONA  4"
1180,7A. CALLE  3-96  ZONA  8  BALCONES  II  SAN  CRISTOBAL
1181,"8A. AVENIDA  ""B"" 7-27 APTO. A  COLONIA   PLANES  DE MINERVA  ZONA  11"
1182,CALZADA  MATEO  FLORES  9-23  ZONA  3
1183,KILOMETRO  13 CALZADA  ROOSEVELT   10-86  ZONA  2
1184,4A. CALLE  4-39  C  ZONA  1
1184,4A.  CALLE  4-39  C  ZONA  1
1184,4A.  CALLE  4-39  C  ZONA 1
1185,"1A.  CALLE  18-81  SECTOR  B-1 CIUDAD  SAN  CRISTOBAL,  ZONA 8"
1186,6A.  AVENIDA 3-26 ZONA  2  COLONIA  EL  TESORO
1187,8A.   AVENIDA   0-62  ZONA  1
1187,8A.  AVENIDA   0-62   ZONA  1
1187,8A.  AVENIDA 0-62  ZONA  1
1188,5A.   AVENIDA  16-86  ZONA   11  COLONIA  COLINAS   DE  MINERVA
1189,BOULEVARD  PRINCIPAL   72-70  ZONA  6  SACOJ   GRANDE
1190,FINCA   EL  SEMINARIO   CASA 77  COLONIA  PABLO  VI  ZONA  7
1191,"7MA AVENIDA D 7-58 SECTOR A, 10, ALDEA EL CAMPANERO, ZONA 8"
1192,"SECCIÓN Q LOTE 146, COLONIA EL MILAGRO, ZONA 6"
1192,"SECCIÓN Q LOTE 146, COLONIA EL MILAGRO ZONA 6"
1193,"0 AVENIDA ""B""  5-55  ZONA 4   MONSERRAT  1"
1194,13 AVENIDA 25-35 ZONA 1 LO DE COY MIXCO
1195,3A.  CALLE  1-80 Y 1-23 ZONA 10 SAN JACINTO
1196,22  CA.  12-30 ZONA 10  MIXCO  COLONIA LAS  MARAVILLAS  (SAN JOSE  LA  COMUNIDAD)
1197,"BOULEVARD  PRINCIPAL  72-70  SACOJ  GRANDE,  ZONA 6"
1197,"BOULEVARD  PRINCIPAL  72-70  SACOJ  GRANDE, ZONA  6"
1198,0 AVENIDA B  1-45 ZONA  4 COLONIA  MONSERRAT  I
1199,"6A.  AVENIDA 22-44, SECTOR  2,  SAN JOSE LA COMUNIDAD  ZONA 10 MIXCO"
1199,"6A. AVENIDA 22-44, SECTOR 2, SAN JOSÉ LA COMUNIDAD ZONA 10 MIXCO"
1200,"6A. AVENIDA 22-44, SECTOR 2, SAN  JOSE LA  COMUNIDAD ZONA 10"
1201,"9A.  CALLE  A  0-52 COLONIA  MONTSERRAT 1,  ZONA 4"
1202,"4TA.  CALLE  4-39  ""C""  ZONA 1"
1203,"BOULEVARD PRINCIPAL, CIUDAD DE SAN CRISTOBAL 3ERA CALLE 8-49 SECTOR A 1 ZONA 8"
1204,"12A. AVENIDA  ""A""  0-80 COL. LO DE FUENTES  ZONA 11"
1205,10A.  AVENIDA 0-21 ZONA 1
1206,5A. AVENIDA  7-55  ZONA  4 DE  MIXCO  MONTSERRAT  II
1207,"2A.  CALLE  08-20  APARTAMENTO  ""A"",  ZONA  1"
1208,"KM. 19.5   CARRETERA  ROOSEVELT  7-55,  LO  DE COY  ZONA 1"
1209,25  CA.  04-20  INTERIOR  Z. 10  SAN  JOSE  LA COMUNIDAD
1210,14 AVENIDA  0-81  ZONA  2  URBANIZACIÓN  GONZALEZ
1211,"4A.  AVENIDA ""B"" 0-69 ZONA 2. COLONIA  COTIO"
1212,7A. AVENIDA  20-34  ZONA10
1213,"6A. AVENIDA A,  0-42  ZONA  2"
1214,"6A.  AVENIDA  A,  0-42 ZONA 2,  COLONIA  EL  TESORO"
1215,"KILOMETRO  18,  CALZADA  ROOSEVELT  13-35,  ZONA  1"
1216,"14 AVENIDA   0-81   ZONA 2,  URBANIZACION GONZALEZ"
1217,"6TA.  AVENIDA  ""A""  6-17,  ZONA 9  DE  MIXCO, COLONIA  SATÉLITE"
1218,AVENIDA  LA  BRIGADA  5-33  ZONA  7 COLONIA  BELEN
1219,"4TA. AVENIDA  ""B"" 0-69  ZONA 2,  COLONIA  COTIO"
1220,"3A.  CALLE  5-37  ZONA 3, COLONIA  NUEVA  MONTSERRAT"
1221,"25  CALLE  3-25  SAN  JOSÉ  LA  COMUNIDAD,   ZONA  10"
1222,"14 AVENIDA  0-22 ZONA  2, COLONA  URBANIZACIÓN  GONZALEZ"
1222,"14 AVENIDA  0-22  ZONA  2, COLONIA  URBANIZACIÓN  GONZALEZ"
1223,"14 AVENIDA  0-81  ZONA  2, COLONIA URBANIZACIÓN  GONZALEZ"
1224,"0 AVENIDA ""B"" 5-55 ZONA 4, COLONIA MONTSERRAT I"
1225,"CARRETERA ROOSEVELT KM. 20.3, 13 AVENIDA 25-35 ZONA 1"
1226,7A. CALLE 3-96 BALCONES II ZONA 8 CIUDAD SAN CRISTOBAL MIXCO
1227,KM. 15 CALZADA ROOSEVELT 13-70 ZONA 7
1228,5A. CALLE 1-97 COLONIA LOMAS DE SAN JACINTO ZONA 10
1229,9A. AVENIDA 0-55/0-92 COLONIA ALVARADO ZONA 2
1230,8A. AVENIDA 0-62 ZONA 1
1231,3A. AVENIDA 11-42 ZONA 3
1232,"3A. CALLE 5-37 ZONA 3,  COLONIA NUEVA MONSERRAT"
1232,3A. CALLE 5-37 ZONA 3 COLONIA NUEVA MONSERRAT
1233,4A. AVENIDA 1-86 COLONIA BELÉN ZONA 7
1233,"4A. AVENIDA 1-86 COLONIA BELEN, ZONA 7"
1234,"4A.  CALLE 18-50, SECTOR B-6, CIUDAD SAN CRISTÓBAL, ZONA 8"
1235,"9A CALLE ""A"" 0-52, ZONA 4, COLONIA MONSERRAT I"
1236,"23 CALLE 14-58 ZONA 4, CONDADO EL NARANJO, EDIFICIO CRECE 1, NIVEL 11"
1237,BOULEVARD PRINCIPAL 72-70 ZONA 6
1238,7A. AVENIDA 4-62 COLONIA LA BRIGADA ZONA 7
1239,"5A. AVENIDA 16-86, COLONIA COLINAS DE MINERVA ZONA 11"
1240,"8A. AVENIDA 0 CALLE ""D"" 0-41 ZONA 1"
1241,"7A. CALLE 4-09 COLONIA JARDINES DE SAN JUAN II, ZONA 7"
1242,"LOTE 24 MANZANA 30, PROYECTO II COLONIA CIUDAD SATÉLITE, ZONA 9"
1243,"BOULEVARD EL CAMINERO 11-85, SAN JOSÉ LAS ROSAS ZONA 6"
1244,6A. AVENIDA 7-05 COLONIA NUEVA MONSERRAT ZONA 3
1245,14 CALLE O BULEVAR ALAMEDAS 36-51 ZONA 6 DE MIXCO ALAMEDAS DE YUMAR
1246,"6A. AVENIDA ""A"" 0-42 ZONA 2, COLONIA EL TESORO"
1247,"12 AVENIDA 18-79 ZONA 7, COLONIA SAN IGNACIO"
1248,25 CA. 04-20 INTERIOR Z. 10 SAN JOSÉ LA COMUNIDAD
1249,"12 AV. 18-79, ZONA 7, COLONIA SAN IGNACIO"
1250,"KM. 19.5 CARRETERA ROOSEVELT 7-55,  ZONA 1"
1251,"22 CA. 12-30 ZONA 10, COLONIA LAS MARAVILLAS (SAN JOSÉ LA COMUNIDAD)"
1252,"SECCIÓN ""J"" LOTE 64 COLONIA EL MILAGRO ZONA 6"
1253,"3A. CALLE 8-08 BOULEVARD SUR, PANORAMA SAN CRISTÓBAL, ZONA 8"
1253,3A. CALLE 6-08 BOULEVARD SUR PANORAMA SAN CRISTOBAL ZONA 8
1254,BOULEVARD SUR 5-97 COLONIA PANORAMA ZONA 8
1255,"10A. AVENIDA 9-55 ZONA 3, NUEVA MONSERRAT"
1255,"10 AVENIDA 9-55 ZONA 3, NUEVA MONSERRAT"
1256,4A. CALLE 3-02 ZONA 1 MIXCO
1256,4A. CALLE  3-02 ZONA 1 MIXCO
1257,"KILOMETRO 18, CALZADA ROOSEVELT 13-35 ZONA 1"
1258,"6A. CALLE 48-98 COLONIA EL ROSARIO, ZONA 3"
1259,"13 AVENIDA ""A"" 1-95, SECTOR B-1 SAN CRISTÓBAL  ZONA 8"
1260,"8A. AVENIDA  ""B"" 16-21 COLONIA NUEVA VIDA ALDEA LO DE COY, ZONA 1"
1261,"9A. AVENIDA 0-55, ZONA 2"
1262,"20 AVENIDA ""A"" 2-76, EL VALLE ZONA 11"
1263,"7A. CALLE 5-05, COLONIA MONTSERRAT II, ZONA 4"
1264,"2DA AVENIDA ""A"" 6-47, COLONIA MONTSERRAT I, ZONA 4"
1264,"2DA. AVENIDA ""A"" 6-47, COLONIA MONTSERRAT I, ZONA 4"
1265,7A. AVENIDA 20-34 ZONA 10 COLONIA PEREZ GUISASOLA
1266,22 CALLE 12-30 COLONIA LAS MARAVILLAS SAN JOSÉ LA COMUNIDAD ZONA 10
1267,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6
1268,64 CALLE 13-57 ALDEA SACOJ CHIQUITO ZONA 6
1269,LOTE 15 MANZANA  A  SECTOR A-1 CIUDAD SAN CRISTOBAL ZONA 8
1270,5 AV. 26-44 SECTOR C-2 Z.8 MIXCO COLONIA VALLE DORADO SAN CRISTOBAL I
1271,"10 AVE Y 10 CALLE COLONIA NUEVA MONTSERRAT, ZONA 3"
1271,10 AVE. Y 10 CALLE COLONIA NUEVA MONTSERRAT ZONA 3
1272,"16 CALLE 10-39 SAN IGNACIO, ZONA 7"
1273,CALZADA SAN JUAN 1-14 ZONA 3 DE MIXCO
1274,"4A CALLE 4-39, ZONA 1"
1275,17 AVE. B 1-23 ZONA 8 CIUDAD SAN CRISTOBAL
1276,"1A CALLE 2-35 COLONIA MONTE VERDE, ZONA 4"
1277,5A AVE. 6-51  A  ZONA 1
1278,CALZADA SAN JUAN 10-52 COLONIA MONTE REAL ZONA 4
1278,"CALZADA SAN JUAN 10-52, COLONIA MONTE REAL, ZONA 4"
1279,"BOULEVARD EL CAMINERO, ZONA 6"
1280,SECCION  D  LOTE 5 COLONIA EL MILAGRO ZONA 6
1281,SECTOR 1 LOTE 557 COLONIA CAROLINGIA ZONA 6
1282,BOULEVARD EL CAMINERO 11-85 SAN JOSE LAS ROSAS ZONA 6 DE MIXCO
1283,CALZADA SAN JUAN 10-52 ZONA 7 COLONIA MONTE REAL
1284,BOULEVARD EL LOTE #45 SECTOR C-1 SAN JOSE LAS ROSAS ZONA 6 DE MIXCO
1285,AVENIDA DEL CEMENTERIO LAS FLORES 14-08 LOTIFICACION LOS PINOS ZONA 7
1286,"7A CALLE 3-64 COLONIA EL ROSARIO, FRENTE AL CASTAÑO, ZONA 3"
1287,"3A. CALLE 13-10 COLONIA NUEVA MONTSERRAT, ZONA 3"
1288,13 AVENIDA 13-65 SAN JOSE LAS ROSAS ZONA 6 MIXCO
1289,13 AVENIDA 13-65 COLONIA SAN JOSE LAS ROSAS ZONA 6
1290,8A. CALLE 12-44 GRANJAS DE SAN CRISTOBAL ZONA 8
1291,"8a. AVE. 6-12 ZONA 1, MIXCO, GUATEMALA"
1292,"3A. AV. 11-42 ZONA 3, COLONIA EL ROSARIO"
1293,7 AVE 11-40 COLONIA 1RO DE JULIO ZONA 5
1294,"6 AVE 'B' 14-40 COLONIA 1RO DE JULIO, ZONA 5"
1295,"12 AVENIDA 19-33, ZONA 7 COLONIA SAN IGNACIO"
1296,6 AVE  B  14-40 ZONA 5 COL. PRIMERO DE JULIO
1297,"4A. AVENIDA  B  0-76 COLONIA COTIO, ZONA 11"
1298,5A. CALLE 7-23 ZONA 1
1298,5A. CALLE 7-52 ZONA 1
1299,LOTE 1 SECTOR B-5 FRACCION E-1 ZONA 8
1300,"12 AVENIDA 18-79 ZONA 7 DE MIXCO, COLONIA SAN IGNACIO"
1301,KM. 25.5 CARRETERA INTERAMERICANA LOTE 4B LABOR DE CASTILLA
1302,"4A CALLE  D  4-88 ZONA 8, DE MIXCO, CIUDAD SAN CRISTOBAL"
1303,"9A. CALLE 0-10 ZONA 3, COL. EL ROSARIO"
1304,"6A. AVENIDA 7-05  ZONA 3, COLONIA NUEVA MONTSERRAT,"
1305,10 AV. 0-21 ZONA 1 MIXCO
1306,"9A. AV. 7-52 ZONA 3 MIXCO, NUEVA MONSERRAT"
1307,SECC.Q LOTE 146 COLONIA EL MILAGRO ZONA 6 DE MIXCO
1308,6TA. CALLE 47-16 ZONA 3 COLONIA EL ROSARIO
1309,"22 AVENIDA 2-11, ZONA 8, SAN CRISTOBAL II"
1310,"MANZANA 26, LOTE 12, JARDINES DE MINERVA II, ZONA 11"
1311,MANZANA L LOTE 29 COLINAS DE MINERVA ZONA 11
1312,13 CALLE 13-65 ZONA 6 DE MIXCO COLONIA SAN JOSE LAS ROSAS
1313,9A.CALLE 0-10 COLONIA EL ROSARIO ZONA 3
1314,"4TA. CALLE 0-05 ZONA 1, MIXCO"
1315,KM 18.5 CARRETERA SAN JUAN SACATEPEQUEZ CALLE AUXILIAR GRANJA 17
1316,9AV. LOTE 30 MANZANA 'J' ZONA 6 MIXCO VILLA VICTORIA
1317,4A. CALLE  A  143 COLONIA SANTA MONICA ZONA 2
1318,6A. AV. 7-05 COL. NVA. MONTSERRAT
1319,8 CALLE 13-11 ZONA 8 DE MIXCO GRANJAS SAN CRISTOBAL
1320,"8A. CALLE 28-85 ZONA 4, BOSQUES DE SAN NICOLAS"
