Group,Address
800,CASA PARROQUIAL
801,LOTE 3 MANZANA J SECTOR 1 RESIDENCIALES VALLE DE LAS FLORES
802,"MANZANA A LOTE 10, 53, 54, 55 RESIDENCIALES VALLE DE LAS FLORES"
803,AVENIDA CENTRAL 4-67 ZONA 2
804,LOCAL 18 A RESIDENCIALES LAS VICTORIAS KILÓMETRO 38.5 RUTA AL PACIFICO
805,AVENIDA CENTRAL 3-72 ZONA 4 BARRIO SAN JOSÉ
806,"LOTE NO. 1 SECCIÓN ""F"" ZONA 3 COLONIA SAN FRANCISCO"
806,LOTE 1 SECCIÓN F ZONA 3 COLONIA SAN FRANCISCO
807,7MA.  CALLE 4A AVENIDA 6-99 ZONA 2 BARRIO SAN LUCAS
808,11 CALLE 0-97 ZONA 3 COLONIA LAS VISTORIAS
809,SEGUNDA AVENIDA 5-48 ZONA 2 BARRIO SAN  LUCAS
810,11 CALLE 0-97 ZONA 3
811,"4A. AVENIDA 4-16, ZONA 5"
812,AVE. CENTRAL 2-71 ZONA 2
813,2A. CALLE 0-46 ZONA 1
813,2A. CALLE 0-20 ZONA 1
813,3A. CALLE 0-40 ZONA 1
813,2DA. CALLE 20-34 ZONA 1
813,1A. CALLE 0-45 ZONA 1
814,"LOTE 16, SECCIÓN Q,  ANEXO COLONIA PALINCHE"
814,"LOTE 16, SECCIÓN Q, ANEXO COLONIA PALINCHE"
815,4A AVENIDA 4-04 CANTÓN LAS FLORES
815,"4A. AVENIDA4-04, CANTÓN LAS FLORES"
815,4A  AVENIDA  4-04 CANTÓN LAS FLORES
816,4TA. AVE. 6TA. CALLE BARRIO LAS FLORES
817,COMUNIDAD AGRICOLA SAN NICOLAS
818,"8A. CALLE FINAL 6-89, CANTÓN LA FE"
819,4A. AVENIDA Y 6A. CALLE CANTÓN LAS FLORES.
820,"6A AVENIDA LOTE 54 B, COMUNIDAD INDIGENA NUEVO MÉXICO"
821,4A. AVENIDA Y 6A. CALLE ESQUINA
822,ALDEA CENTRO DOS
823,LOTE 38 A CALLE CENTRAL
823,"LOTE 38 ""A"" CALLE CENTRAL"
823,LOTE NO.38  A  CALLE CENTRAL
824,CALLE PANAMA NO. 100
825,CALLE NICARAGUA
826,ALDEA TECOJATE SECTOR UNO
827,LOTE 57 AVENIDA FRAY MATIAS DE CORDOVA
828,LOTE 100 CALLE PANAMA
828,LOTE NO. 100 CALLE PANAMA
828,LOTE 100. CALLE PANAMA
828,LOTE 100 CALLE PANAMÁ
829,"LOTE 105, CALLE CENTRAL"
830,CALLE DEL BANCO BARRIO 6 DE NOVIEMBRE
830,"CALLE DEL BANCO, BARRIO 6 DE NOVIEMBRE"
831,"LOTE  392, CALLE CENTRAL"
831,LOTE NO. 392 CALLE CENTRAL
832,LOTE 38 A CALLE HONDURAS
833,CALLE BELICE P. A-43
834,LOTE NO. 100 CALLE PANAMÁ.
835,PARCELA 4-43 CALLE BELICE
836,CALLE BELICE PARCELA A-43
837,LOTE 120 A CALLE PANAMÁ
838,CALLE EL SALVADOR FRACCIÓN DE LOTE 37 SECTOR A
839,BARRIO 6 DE NOVIEMBRE
840,CALLE NICARAGUA LOTE # 75
841,LOTE 105  ALDEA CENTRO DOS
842,ALDEA LAGUNA DE TECOJATE SECTOR UNO
843,5TA CALLE 0-12
843,5A CALLE 0-12
844,0 CALLE 1RA. AVENIDA LOTE NO. 06 COLONIA VINICIO CEREZO ARÉVALO
844,0 CALLE 1A. AVENIDA LOTE 6 COLONIA VINICIO CEREZO ARÉVALO
844,"0 CALLE 1A AVENIDA, LOTE 6 COLONIA VINICIO CEREZO ARÉVALO"
845,3A CALLE Y 1A AVENIDA LOTE 6 DE COLONIA VINICIO CEREZO ARÉVALO
846,13 AVE. 3-47
847,6AV. 18-23 ZONA 1
848,KILOMETRO 18.5 CARRETERA EL SALVADOR ZONA 8 ALDEA EL CANCHON
849,"SECTOR LOS TRES REYES, LOTE 5""E"" ZONA 7 ALDEA EL PAJÓN"
850,"ALDEA DON JUSTO KILOMETRO 16.5 CARRETERA A SAN JOSE PINULA, CASERIO LA LAGUNETA,"
851,"KM.14.5 CARRETERA A EL SALVADOR,ALDEA PUERTA PARADA."
852,ALDEA CUCHILLA DEL CARMEN
853,"KILOMETRO 17.5 CARRETERA A EL SALVADOR, FINCA LA ESPERANZA, LOTE 1 ZONA 8"
854,"LOTE 88 ""A"" ZONA 6 ALDEA PIEDRA PARADA CRISTO REY"
855,"KILOMETRO 18.5 CARRETERA A EL SALVADOR,  ALDEA EL CANCHON LA LABOR DE MONZON, L. 3,  Z. 8."
856,"1A. CALLE "" C ""  7-70,  ALDEA CUCHILLA DEL CARMEN GUATEMALA"
857,1ª. AVENIDA FINAL 8-76 ZONA 3 ALDEA EL PUEBLITO
858,"KM. 18.7 CARRETERA A EL SALVADOR, HACIENDA MIRAGE, CASA NO. 1 ZONA 8"
859,"ALDEA DON JUSTO KM.17 CARRETERA A SAN JOSÉ PINULA, LOTE 3 "" A "" ZONA 7 GUATEMALA"
860,"KM. 18.5 SECCIÓN 3 CARRETERA A EL SALVADOR ALDEA EL CANCHÓN, ZONA 8"
861,LOTE 45 ALDEA EL PAJON
862,"SECTOR CENTRAL 4, CALLE DEL CEMENTERIO LOTE 80, 80 A Y 80 B, ZONA 10 ALDEA EL CARMEN"
863,KM. 13.5 CARRETERA A EL SALVADOR PUERTA PARADA ZONA 7
864,"KILOMETRO 12.5, CARRETERA A EL SALVADOR"
865,KM. 18.5 CARRETERA A EL SALVADOR LOTIFICACION LAS MARGARITAS LOTE 26
866,"KM. 16.5 CARRETERA AL EL SALVADOR LOMAS DE SAN RAFAEL, ALDEA DON JUSTO"
867,"KM. 16.5 CARRETERA A PIEDRA PARADA, CRISTO REY"
868,KM. 18.5 CARRETERA AL SALVADOR CRUCE CARRETERA VIEJA
869,KM. 14.5 CARRETERA A EL SALVADOR
869,KM. 19.5 CARRETERA A EL SALVADOR
869,KM 55 CARRETERA A EL SALVADOR
870,"SECTOR CENTRAL 3, CASA #42 ALDEA EL CARMEN"
871,CA1 ANTIGUA CARRETERA A EL SALVADOR KM. 16.8 ENTRADA A SAN ANTONIO
872,ALDEA DON JUSTO KM. 15.5 CARRETERA ANTIGUA A EL SALVADOR
873,KM. 9.5 ANTIGUA CARRETERA A EL SALVADOR FINCA SAN JORGE MUXBAL CASA MUXBAL
874,KM. 25.5 CARRETERA A MATAQUESCUINTLA
875,"KILOMETRO 30, CARRETERA A FINCA AGUA TIBIA"
876,5A. CALLE 2-50 ZONA 2
876,5A.  CALLE 2-50 ZONA 2
877,ALDEA LA JOYA  DE LOS CEDROS
878,6A. AVENIDA 0-41 CALLEJÓN LOS MUNDOS ALDEA SANTA INÉS PINULA
879,"LOTE NO. 3 MANZANA ""D"", SECTOR LOS CLAVELES CONDOMINIO RESIDENCIAL SAN JOSÉ ALDEA LAS ANONAS"
880,"KM. 20.5 CARRETERA A SAN JOSÉ PINULA, LOTE 40, CALLEJÓN LOS ALVAREZ ALDEA SANTA INÉS PINULA"
881,"3A. CALLE 10-57 ZONA 2, CASA SANTANDER"
882,"8A. AVENIDA 10-08 (INTERIOR LOTE 22) CANTÓN EL MATAZANO, ZONA 4"
883,"KM.16.5 CARRETERA A SAN JOSÉ PINULA, CASERIO LA LAGUNETA, ALDEA DON JUSTO, SANTA CATARINA PINULA. GUATEMALA"
884,5A. CALLE 2-50 ZONA 2 GUATEMALA
884,5A.  CALLE 2-50 ZONA 2 GUATEMALA
885,2A. AVENIDA 4-34 CANTON MATAZANO  ZONA 4
885,2A. AVENIDA 4-34 CANTÓN MATAZANO ZONA 4
886,2DA. AV. 4-34 ZONA 4 CANTON EL MATAZANO
887,9A. AVENIDA 5-30 ZONA 4 SAN JOSE PINULA GUATEMALA
888,LOTE 18 K SECTOR 1 ALDEA EL PLANTANAR
889,LOTE 33 MANZANA B SECTOR I CONDOMINO VALLE DE NAVARRA . GUATEMALA
890,4TA CALLE 4-24 ZONA 1 SAN JOSE PINULA GUATEMALA
891,4 CALLE 4-24 ZONA 1  . GUATEMALA
892,ALDEA SAN LUIS
893,4TA. CALLE 4-24 ZONA 1
893,4A. CALLE 4-44 ZONA 1
893,4TA. CALLE 4-31 ZONA 1
894,5A. AVE. 1-49 ZONA 2
894,5A. AVE. 1-76 ZONA 2
895,"KM 19.5 CARRETERA A SAN JOSE PINULA, VILLA LOS PINABETES"
896,5A. CALLE 3-22 ZONA 2
896,5A. CALLE 3-28 ZONA 2
896,5A. CALLE 6-22 ZONA 1
897,4A. AVENIDA 3-84 SECTOR HACIENDA NUEVA CAMPO ECOLOGICO
898,KM.19 CARRETERA A SAN JOSE PINULA
899,4A. CALLE 3-01  ZONA 1
900,MANZANA 4 LOTE 31 ZONA 0 LOTIFICACION JOYAS DEL GOLFO
900,MANZANA 4 LOTE 31 ZONA 0 LOTIFICACIÓN JOYAS DEL GOLFO
900,MANZANA 4 LOTE 31 LOTIFICACION JOYAS DEL GOLFO
901,"CALLE REAL, CANTON RINCON DE LA PIEDRA"
902,"AVENIDA PRINCIPAL, ALDEA EL FISCAL"
903,"0 AVENIDA 0-06, CANTON AGUA TIBIA"
903,"0 AVENIDA 0-06, CANTÓN AGUA TIBIA"
904,"SECTOR 3, LOTE 60, ALDEA PLAN GRANDE"
905,"KILOMETRO CALLE REAL ZONA 0, ALDEA LOS MIXCOS"
905,"KILOMETRO 33 CALLE REAL ZONA 0, ALDEA LOS MIXCOS"
905,"KILOMETRO 33 CALLE REAL, ZONA 0, ALDEA LOS MIXCOS"
906,"3A. AVENIDA A 0-89, CANTÓN AGUA TIBIA"
907,SECTOR II LOTE 74 SANTA LUCIA LOS OCOTES APARTAMENTO B
907,"SECTOR II LOTE 74, SANTA LUCIA LOS OCOTES APARTAMENTO B"
908,"2DA. CALLE 2-45, PUEBLO NUEVO  NORTE"
909,COLEGIO CAMPESTRE MARANATHA
910,"KM. 33 CALLE REAL, ZONA CERO"
911,O AV.   0-06    AGUA   TIBIA
912,"3ERA. CALLE 4-112, CANTÓN AGUA TIBIA"
913,"5TA. CALLE 0-34 ZONA 0, ALDEA EL FISCAL"
914,"SECTOR 1 1-16, ALDEA EL PARAISO"
915,2DA. CALLE PROLONGACIÓN INTERIOR NO. 7 EL RINCÓN
916,ALDEA AZACUALPILLA
917,PALENCIA
918,2A. CALLE PROLONGACION INTERIOR NO. 7 CANTON RINCON DE LA PIEDRA
918,2A. CALLE PROLONGACION INTERIOR NO. 7 EL RINCON CANTON RINCON DE LA PIEDRA
919,"CALLE PRINCIPAL, LOTE 4 KILOMETRO 19.9, EL FISCAL"
920,COLONIA SAN JULIAN
921,"SECTOR 43, LOTE 0, TIERRA NUEVA I"
921,SECTOR 43 LOTE 0 TIERRA NUEVA I
921,SECTOR 43 LOTE 0 TIERRA NUEVA 1
921,"SECTOR 43 LOTE 0, TIERRA NUEVA I"
922,"ALDEA LA LAGUNETA, CARRETERA A SAN PEDRO AYAMPUC"
923,1A. AVENIDA Y 7A. AVENIDA LOTES 12 Y 14 COLONIA RICH
924,ALDEA EL DURAZNO CASERIO LA LAGUNETA
924,"ALDEA EL DURAZNO, CASERIO LA LAGUNETA"
925,SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA I
925,SECTOR 43 LOTE 0 COLONIA TIERRA NUEVA 1
926,"1A. CALLE LOTE G-18, COLONIA EL SAUZALITO ZONA 6"
927,"1ERA. AVENIDA SECTOR 3, COLONIA NUEVA CHINAUTLA"
927,15 AVENIDA SECTOR 3 COLONIA NUEVA CHINAUTLA
928,"SECTOR I MANZANA B LOTE 31 Y 32 COLONIA PLANES DEL MILAGRO, CHINAUTLA GUATEMALA, CHINAUTLA"
929,"28 CALLE 15-91, ZONA 6 COLONIA EL MOLINO"
930,"SECTOR 3, MANZANA J, LOTES 4 AL 6 ZONA 0, VILLAS DEL MILAGRO"
930,"SECTOR 3, MANZANA J, LOTES 4 AL 6, ZONA 0, VILLAS DEL MILAGRO"
931,"3A. AVENIDA LOTE 237 JOCOTALES, ZONA 6"
932,"8A. AVENIDA 3A. CALLE COLONIA SANTA ISABEL, ZONA 6"
933,"6A. CALLE Y 3 AVENIDA 198, COLONIA SAN JOSE JOCOTALES"
934,CALLE PRINCIPAL LOTE NO. 3 ALDEA TRES SABANAS
935,"28 CALLE 28-00,  COLONIA EL MOLINO"
935,28 CALLE  28-00 COLONIA  EL  MOLINO
936,1A. CALLE AVENIDA BELICE MERCADO SANTA LUISA
937,"SECTOR  5 LOTE 1-B, COMUNIDAD LA SALLE, ALDEA CONCEPCION SACOJITO, ZONA 0"
938,PLAZA CENTRAL ALDEA SAN ANTONIO LAS FLORES GUATEMALA
939,PLAZA CENTRAL ALDEA SAN ANTONIO LAS FLORES
940,CANTON RIO SALJÁ KM. 13 1/2 CHINAUTLA VIEJA
941,"SECTOR 1, MANZANA  ""B""  LOTES 31 Y 32, COLONIA PLANES DEL MILAGRO"
941,"SECTOR 1 MANZANA ""B2 LOTE 31 Y 32, COLONIA PLANES DEL MILAGRO, ZONA 0"
942,"2DA. CALLE LOTE 46, COLONIA SANTA ISABEL,  ZONA 6"
943,1A AVE. SECTOR 3 NUEVA CHINAUTLA
944,EDIFICIOS EDUCATIVOS FRENTE A MANZANA 13 TIERRA NUEVA I
945,32AV. B 38-01 EL AMPARO II ZONA 7
946,LOTE 7 MANZANA  A  SECTOR A-1 ASENTAMIENTO TIERRA NUEVA II
947,"15 AVENIDA FINAL JOCOTALES, ZONA 6"
948,16 AVENIDA N. 7 COLONIA GOBERNACION ZONA 6 CHINAUTLA
949,2A. CALLE LOTE 46 COLONIA SANTA ISABEL
950,SECTOR 2 NO.99 SAN JULIAN
951,"3A. AVENIDA 2-37, JOCOTALES"
952,"MANZANA ""G"" CASA 22 COLONIA LLANOS DE SANTA MARIA I, LAGUNILLA."
952,"MANZANA ""G"" CASA 22 COLONIA LLANOS DE SANTA MARA I LAGUNILLA"
953,ALDEA SAN JOSE NACAHUIL
954,"LOTE 28 MANZANA ""L"" SECTOR II LOMAS DE SAN JOSE"
955,"LOTE 24, MANZANA Q, SECTOR 2, COLONIA LA LEYENDA"
955,LOTE 24 MANZANA Q SECTOR 2 COLONIA LA LEYENDA
956,"CANTON LOS MARTINEZ, 4 AVENIDA 3-00  ZONA 01"
957,CIUDAD GUATEMALA
958,LOTE 11 B Y LOTE 11 C CALLE PRINCIPAL ALDEA LA LAGUNILLA
959,LOTE 3 Y 4 MANZANA N LOMAS DE SAN JOSE II
960,LOTES #3 Y 4 MANZ.  N  SECTOR II LOMAS DE SAN JOSE
960,LOTES # 3 Y 4 MANZ. 'N' SECTOR II LOMAS DE SAN JOSE
961,2A. CALLE 9-98 SECCION A-1 COLONIA LAS ORQUIDEAS
962,"CALZADA SAN JUAN 2-30, ZONA 3 MIXCO, COLONIA EL ROSARIO"
962,"CALZADA  SAN JUAN 2-30, ZONA 3 MIXCO, COLONIA EL ROSARIO"
963,"CALZADA SAN JUAN, KM. 14.5 ZONA 3"
963,CALZADA SAN JUAN KM. 14.5 ZONA 3
964,"MANZANA ""T"" LOTE 20 SECTOR II, COLONIA SAN JOSE LAS ROSAS ZONA 6"
964,"MANZANA ""T"" LOTE 20 SECTOR II COLONIA SAN JOSE DE LAS ROSAS ZONA 6"
964,"MANZANA T, LOTE 20, SECTOR II, COLONIA SAN JOSÉ LAS ROSAS, ZONA 6"
965,"0 CALLE 16-65, ZONA 8,SECTOR B-1 MANZANA ""I"", LOTE 18, CUIDAD SAN CRISTOBAL"
966,"9A. CALLE 14-55 ZONA  3,  COLONIA   LOMAS   DE  COTIO"
967,"1A. CALLE 2-33 ZONA 4, COLONIA MONTE VERDE"
968,"6A. AVENIDA 21-25, COLONIA SAN FRANCISCO I, ZONA 6"
968,6A. AVENIDA 26-24 COLONIA SAN FRANCISCO I ZONA 6
968,"5A. AVENIDA 10-97, COLONIA SAN FRANCISCO II, ZONA 6"
969,"8A. AVENIDA 18-58 ZONA5, COLONIA 1ERO. DE JULIO"
970,"LOTE 44 MANZANA O SECTOR 4, COLONIA SAN JOSE LAS ROSAS"
971,"8A. AVENIDA FINAL, 9-70, COLONIA SANTA BARBARA, ZONA 8"
972,1A. CALLE 2-35 ZONA 4 DE MIXCO COLONIA MONTE VERDE
973,"BOULEVARD SUR MANZANA C, LOTE 22, VALLE DORADO, SAN CRISTOBAL"
974,"6A CALLE 14-39, ALDEA SACOJ CHIQUITO, ZONA 6"
975,"4A. CALLE ""A"" 13-60, SECTOR B-2, ZONA 8, CIUDAD SAN CRISTOBAL I"
976,8A. AVENIDA C 5-05 ZONA 11
977,"SECTOR 8 LOTE 3 SACOJ CHIQUITO, ZONA 6"
978,BOULEVARD TULAM TZU 39-75 ZONA 4
979,BOULEVARD PRINCIPAL ALDEA SACOJ GRANDE 72-70 ZONA 6
980,8A.  AVENIDA 9-42 ZONA 1
980,8A. AVENIDA 9-42 ZONA 1
980,8A AVENIDA 9-42 ZONA 1
981,"3A. AVENIDA 11-42, COLONIA EL ROSARIO, ZONA 3"
981,3ERA. AVENIDA 11-42 COLONIA EL ROSARIO ZONA 3
981,3A. AVENIDA 11-42 COLONIA EL ROSARIO ZONA 3
982,BOULEVARD EL CAMINERO 11-85 COLONIA SAN JOSE LAS ROSAS ZONA 6
982,"BOULEVARD EL CAMINERO 11-85, SAN JOSÉ LAS ROSAS ZONA 6"
983,"15 CALLE 12-35 ZONA 11, PRADOS DE MINERVA, BOULEVARD PRINCIPAL"
984,5TA. CALLE 1-97 ZONA 10 COLONIA LOMAS DE SAN JACINTO
985,"15 AVENIDA ""A"" 3A CALLE ""D"" 15-07 SECTOR B7 PINARES ZONA 8"
986,4A. CALLE 3-19 COLONIA MONTE VERDE ZONA 4
987,15 AVENIDA 1-72 COLONIA VALLE DEL SOL ZONA 4
987,15 AVENIDA 01-72 COLONIA VALLE DEL SOL ZONA 4
988,"FINCA EL SEMINARIO, COLONIA PABLO VI CASA 77 ZONA 7"
988,FINCA EL SEMINARIO COLONIA PABLO VI  CASA 77 ZONA 7
989,6AV. 7-91 JARDINES DE MINERVA II ZONA 11
990,"12 CALLE 03-93 ALDEA LO DE COY, ZONA 1"
991,KILOMETRO 19.5 CARRETERA ROOSEVELT
992,9AV. 0-55 ZONA 2 DE MIXCO COLONIA ALVARADO
992,9AV. 0-55 ZONA 2 MIXCO COLONIA ALVARADO
993,"6A AVENIDA 17-80 VALLE DORADO, CIUDAD SAN CRISTOBAL ZONA 8"
994,5A CALLE 3-71 ZONA 3 COLONIA EL CASTAÑO
994,5A. CALLE 3-71 ZONA 3 COLONIA EL CASTAÑO
995,"12 AVENIDA 15-84, SAN JOSE LAS ROSAS, ZONA 6"
996,FINCA SANTA BARBARA SECTOR A-10 CIUDAD SAN CRISTOBAL ZONA 8 8A. AVENIDA 9-41
997,5A AVENIDA 2-24 ZONA 1
998,7A.  AVENIDA  10-72  ZONA  1
999,18 AVENIDA 2-25 SECTOR 4 ZONA 8 CIUDAD SAN CRISTOBAL II
1000,6TA CALLE 7-12 COLONIA NUEVA MONSERRAT ZONA 3
1000,"6A. CALLE 7-12 COLONIA NUEVA MONSERRAT, ZONA 3"
1000,6A. CALLE 7-12 COLONIA NUEVA MONSERRAT ZONA 3
1000,"6A. CALLE 7-12, COLONIA NUEVA MONTSERRAT ZONA 3"
1001,16 CALLE 9-18 COLONIA SAN IGNACIO ZONA 7
1001,16 CALLE 9-18 COLONIA SAN IGNACIO
1001,16 CALLE 9-18 COLONIA SAN IGNACIO ZONA 7 DE MIXCO
1002,2A AVENIDA 6-47 ZONA 4 COLONIA MONTSERRAT I
1003,7A. CALLE BOULEVARD EL NARANJO 25-55-ZONA 4
1004,16 CALLE 9-18 ZONA 7 COLONIA SAN IGNACIO
1004,"16 CALLE 9-18 ZONA 7, COLONIA SAN IGNACIO"
1004,16 CALLE 9-18 ZONA 7 ALDEA SAN IGNACIO
1005,"30 AVENIDA 5-19 ZONA 4, COLONIA BOSQUES DE SAN NICOLÁS"
1006,BOULEVARD  EL NARANJO 8-65 ZONA  4
1007,27 AVENIDA 1-60 ZONA 6 COLONIA SAN JOSE LOS PINOS MIXCO
1008,30 AV. 6-74 ZONA 4 COLONIA EL NARANJO
1009,"5A. AVENIDA 6-51 ""A"" ZONA 1"
1010,"CALZADA MATEO FLORES 6-44, ZONA 3 COLONIA COTIÓ"
1011,3RA. CALLE 8-12 ZONA 1
1011,3ERA. CALLE 8-12 ZONA 1
1011,"3A. CALLE 8-12 ZONA 1,"
1011,3RA. CALLE 3-71 ZONA 1
1012,CALLE PANZALIC 8-24 ZONA 1
1013,BOULEVARD EL MILAGRO 31-31 RESIDENCIALES BOSCO ZONA 6
1014,12 CALLE 3-55 COLONIA LO DE COY ZONA 1
1015,9NA. CALLE 7-30 ZONA 3 COLONIA NUEVA MONTSERRAT
1015,"9A. CALLE 7-30 ZONA 3, COLONIA NUEVA MONTSERRAT"
1015,"9A. CALLE 7-34 ZONA 3, COLONIA NUEVA MONSERRAT"
1015,9A. CALLE 7-34 ZONA 3 COLONIA NUEVA MONTSERRAT
1015,3A. CALLE 5-37 ZONA 3 COLONIA NUEVA MONSERRAT
1016,"7A. CALLE 3-96 SECTOR II, COLONIA. BALCONES CIUDAD SAN CRISTOBAL ZONA 8"
1017,22 AVENIDA 11-86 BOULEVARD VILLA DEPORTIVA CIUDAD SAN CRISTOBAL ZONA 8
1018,7A AVENIDA 11-40 COLONIA PRIMERO DE JULIO ZONA 5
1019,4TA. CALLE 0-05 ZONA 1 DE MIXCO
1019,"4TA. CALLE 0-05 ZONA 1, MIXCO"
1020,5A. AVENIDA 16-86 ZONA 11
1021,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONTSERRAT"
1021,"3A. CALLE 14-95 ZONA 3, COLONIA NUEVA MONSERRAT"
1021,"3A. CALLE 5-37 ZONA 3,  COLONIA NUEVA MONSERRAT"
1022,"4A. AVENIDA 0-13  COLONIA SANTA MARTA, ZONA 5"
1023,5A AVENIDA 23-55 CONDADO NARANJO ZONA 4
1024,"27 AVENIDA 8-36, EL NARANJO, ZONA 4"
1025,7A. AVENIDA  6-70 ZONA 1
1026,9A. CALLE 1-91COLONIA EL ROSARIO ZONA 3
1026,9A.CALLE 0-10 COLONIA EL ROSARIO ZONA 3
1027,"9A. AVENIDA 0-55 ZONA 2, COLONIA ALVARADO"
1028,18 AV. A  0-87  Z.  11  MIXCO  COLONIA  PRIMERO DE  MAYO
1029,8A. AV.  00-62  Z. 1
1030,"22 CALLE 12-30  COL. SAN FRANCISCO , SAN JOSE LA COMUNIDAD  ZONA 10"
1031,29  CALLE  SECTOR  3 COLONIA  CAROLINGIA  ZONA  6
1031,29 CALLE SECTOR 3 COLONIA CAROLINGIA ZONA 6
1032,8A. CALLE 8-23 SECTOR A-10 SAN CRISTOBAL 1 ZONA 8
1033,KM.  15 CALZADA ROOSEVELT  ZONA  7  PASAJE  DE  LA VISITACION  13-70
1034,"2A.  AVENIDA  13-24  ZONA 6,  COLONIA  SAN FRANCISCO  2"
1035,13 AVENIDA  8-51  ZONA  6  COLONIA  VILLAFLOR
1036,KM.15 CALZADA ROOSELVELT  Y  0 AV. 13-70 ZONA 3
1037,2A.  CALLE  8-55  ZONA  1
1037,2A.  CALLE  8-55 ZONA  1
1038,23  CALLE  12-41  SECTOR III  COL. SAN JOSE  LAS  ROSAS  ZONA  6
1039,9A.  AVENIDA  5-15 ZONA  1
1039,9A.  AVENIDA  5-15  ZONA  1
1039,9A.  AVENIDA  5-15 ZONA 1
1039,9A. AVENIDA  5-15 ZONA 1
1040,64  CALLE  14-39  SACOJ  CHIQUITO  ZONA  6
1041,64 CALLE  13-57   ALDEA  SACOJ  CHIQUITO  ZONA  6
1041,64 CALLE 13-57 ALDEA SACOJ CHIQUITO ZONA 6
1042,"3A.   AVENIDA  10-74  ZONA  6,  COLONIA SAN  FRANCISCO  II"
1043,4A.  AVENIDA  2-19  ZONA  1
1044,"0  AVENIDA  ""B""  5-55  COLONIA  MONTSERRAT  I  ZONA  4"
1044,"0 AVENIDA  ""B"" 5-55  COLONIA  MONTSERRAT  I  ZONA  4"
1044,"0  AVENIDA  ""B""   5-55  COLONIA   MONTSERRAT   I,  ZONA  4"
1045,7A. CALLE  3-96  ZONA  8  BALCONES  II  SAN  CRISTOBAL
1046,"8A. AVENIDA  ""B"" 7-27 APTO. A  COLONIA   PLANES  DE MINERVA  ZONA  11"
1047,CALZADA  MATEO  FLORES  9-23  ZONA  3
1048,KILOMETRO  13 CALZADA  ROOSEVELT   10-86  ZONA  2
1049,4A. CALLE  4-39  C  ZONA  1
1049,4A.  CALLE  4-39  C  ZONA  1
1049,"4TA.  CALLE  4-39  ""C""  ZONA 1"
1049,4A.  CALLE  4-39  C  ZONA 1
1050,"1A.  CALLE  18-81  SECTOR  B-1 CIUDAD  SAN  CRISTOBAL,  ZONA 8"
1051,6A.  AVENIDA 3-26 ZONA  2  COLONIA  EL  TESORO
1052,8A.   AVENIDA   0-62  ZONA  1
1052,8A.  AVENIDA   0-62   ZONA  1
1052,8A.  AVENIDA 0-62  ZONA  1
1053,5A.   AVENIDA  16-86  ZONA   11  COLONIA  COLINAS   DE  MINERVA
1054,BOULEVARD  PRINCIPAL   72-70  ZONA  6  SACOJ   GRANDE
1055,FINCA   EL  SEMINARIO   CASA 77  COLONIA  PABLO  VI  ZONA  7
1056,"7MA AVENIDA D 7-58 SECTOR A, 10, ALDEA EL CAMPANERO, ZONA 8"
1057,"SECCIÓN Q LOTE 146, COLONIA EL MILAGRO, ZONA 6"
1057,"SECCIÓN Q LOTE 146, COLONIA EL MILAGRO ZONA 6"
1057,"SECCIÓN ""J"" LOTE 64 COLONIA EL MILAGRO ZONA 6"
1058,"0 AVENIDA ""B""  5-55  ZONA 4   MONSERRAT  1"
1059,13 AVENIDA 25-35 ZONA 1 LO DE COY MIXCO
1060,3A.  CALLE  1-80 Y 1-23 ZONA 10 SAN JACINTO
1061,22  CA.  12-30 ZONA 10  MIXCO  COLONIA LAS  MARAVILLAS  (SAN JOSE  LA  COMUNIDAD)
1062,"BOULEVARD  PRINCIPAL  72-70  SACOJ  GRANDE,  ZONA 6"
1062,"BOULEVARD  PRINCIPAL  72-70  SACOJ  GRANDE, ZONA  6"
1063,0 AVENIDA B  1-45 ZONA  4 COLONIA  MONSERRAT  I
1064,"6A.  AVENIDA 22-44, SECTOR  2,  SAN JOSE LA COMUNIDAD  ZONA 10 MIXCO"
1064,"6A. AVENIDA 22-44, SECTOR 2, SAN  JOSE LA  COMUNIDAD ZONA 10"
1064,"6A. AVENIDA 22-44, SECTOR 2, SAN JOSÉ LA COMUNIDAD ZONA 10 MIXCO"
1065,"9A.  CALLE  A  0-52 COLONIA  MONTSERRAT 1,  ZONA 4"
1066,"BOULEVARD PRINCIPAL, CIUDAD DE SAN CRISTOBAL 3ERA CALLE 8-49 SECTOR A 1 ZONA 8"
1067,"12A. AVENIDA  ""A""  0-80 COL. LO DE FUENTES  ZONA 11"
1068,5A. AVENIDA  7-55  ZONA  4 DE  MIXCO  MONTSERRAT  II
1069,"2A.  CALLE  08-20  APARTAMENTO  ""A"",  ZONA  1"
1070,"KM. 19.5   CARRETERA  ROOSEVELT  7-55,  LO  DE COY  ZONA 1"
1071,25  CA.  04-20  INTERIOR  Z. 10  SAN  JOSE  LA COMUNIDAD
1071,25 CA. 04-20 INTERIOR Z. 10 SAN JOSÉ LA COMUNIDAD
1072,14 AVENIDA  0-81  ZONA  2  URBANIZACIÓN  GONZALEZ
1072,"14 AVENIDA   0-81   ZONA 2,  URBANIZACION GONZALEZ"
1072,"14 AVENIDA  0-81  ZONA  2, COLONIA URBANIZACIÓN  GONZALEZ"
